0.5898481,0.0,0.1015082
0.5890082,0.0,0.0993707
0.5884680,0.0,0.0949345
0.5884680,0.0,0.0879181
0.5850561,0.0,0.0753345
0.5817091,0.0,0.0718259
0.5796110,0.0,0.0677526
0.5764252,0.0,0.0650909
0.5731991,0.0,0.0650909
0.5709791,0.0,0.0625801
0.5704570,0.0,0.0606547
0.5684811,0.0,0.057025
0.5656981,0.0,0.0545246
0.5644070,0.0,0.0497658
0.5612212,0.0,0.044039
0.5554142,0.0,0.0374654
0.5523490,0.0,0.0362555
0.5496072,0.0,0.024802
0.5464211,0.0,0.023471
0.5450651,0.0,0.020408
0.5420651,0.0,0.018188
0.5407341,0.0,0.015728
0.5348461,0.0,0.01036402
0.5285951,0.0,0.01036402
0.5255302,0.0,0.012703
0.5255302,0.0,0.015647
0.5237151,0.0,0.022624
0.5226261,0.0,0.0309724
0.5181501,0.0,0.0337551
0.5167381,0.0,0.0391592
0.5142781,0.0,0.0416193
0.5119391,0.0,0.0427888
0.5099231,0.0,0.0412967
0.5080271,0.0,0.0362152
0.5049220,0.0,0.0362152
0.5023002,0.0,0.0391189
0.5019372,0.0,0.0412967
0.4993970,0.0,0.044402
0.49891319,0.0,0.0467814
0.49665413,0.0,0.0493625
0.4960901,0.0,0.0518226
0.49302519,0.0,0.0539197
0.48996019,0.0,0.0548473
0.4866932,0.0,0.0548473
0.48395117,0.0,0.0525485
0.48104719,0.0,0.0519839
0.47814315,0.0,0.047951
0.47487617,0.0,0.0470234
0.4739092,0.0,0.0445633
0.47036019,0.0,0.0417403
0.4689482,0.0,0.0390382
0.4628582,0.0,0.0328679
0.4600762,0.0,0.02823
0.4574952,0.0,0.0259715
0.4540262,0.0,0.0259715
0.4511232,0.0,0.0283913
0.44946919,0.0,0.031053
0.4485012,0.0,0.0362152
0.4436212,0.0,0.0391995
0.4422102,0.0,0.0439584
0.4422102,0.0,0.0470637
0.4399112,0.0,0.0542423
0.4391582,0.0,0.0622733
0.43761219,0.0,0.0620259
0.43712817,0.0,0.0650506
0.43390219,0.0,0.0650506
0.43325719,0.0,0.06743
0.4297082,0.0,0.06743
0.4270062,0.0,0.0653329
0.4244252,0.0,0.0623082
0.42390019,0.0,0.0597271
0.4207952,0.0,0.0583962
0.41877919,0.0,0.0517419
0.4178512,0.0,0.0467814
0.4147862,0.0,0.0442004
0.40885819,0.0,0.0442004
0.4059142,0.0,0.0468621
